rank,expert_id,fisher_score
74,3250,0.014894365120085086
75,2852,0.01433777967690619
76,2201,0.014204084350106269
77,1036,0.014139217738634031
78,3553,0.014136751534946593
79,2877,0.014074359311856719
80,2775,0.014047433785311227
81,3440,0.013989807714381488
82,3670,0.01380416989636394
83,2630,0.013786527834586969
84,2340,0.013706830772576117
85,3596,0.013526653923762342
86,1438,0.013439592841462329
87,2994,0.013359062768509067
88,2537,0.013225337571308742
89,1769,0.013196704521905002
90,2724,0.013184514249484499
91,2312,0.01317678653500945
92,2957,0.01315990974798995
93,1489,0.013022557393640008
94,2818,0.013020609614923634
95,692,0.013006175920729154
96,2645,0.012976271427814762
97,3985,0.012924954618249425
98,1841,0.012829446700809847
99,3217,0.012592177373130568
100,977,0.012529008463535588
101,3056,0.01251514925490755
102,2555,0.012470364203663015
103,2086,0.012435367241852294
104,1354,0.012344928964642437
105,1186,0.012235363583654544
106,613,0.012145962039951103
107,3294,0.012124229077724076
108,1735,0.012091433454757992
109,1831,0.01205252000653486
110,315,0.011785037481187467
111,3789,0.011663054846773175
112,997,0.011646337071988904
113,967,0.011605090221311464
114,1821,0.011595619797761823
115,3557,0.01154220814714994
116,4035,0.011199937350482332
117,1805,0.011172613225588459
118,1567,0.011100285425147334
119,3491,0.011061096278672815
120,1694,0.011046914730643422
121,3878,0.010935034481161905
122,775,0.010933486131153736
123,2090,0.010928371186898303
124,355,0.01091094258139012
125,2894,0.010842728677044682
126,678,0.01081614298128033
127,4060,0.01078766774219439
128,4061,0.01066032277982449
129,4007,0.01061979682833441
130,2735,0.010589070737791743
131,1140,0.010559953040781746
132,1953,0.010527246552642273
133,3434,0.010336359986235954
134,408,0.010316798035347088
135,415,0.01029087041360881
136,3872,0.010249743703243674
137,403,0.010126131938691055
138,519,0.010092478417972197
139,1766,0.010034471192411668
140,0,0.00993737438445385
141,2107,0.00993080658636692
142,3348,0.009902350835513937
143,2847,0.009846312566268608
144,3318,0.009812478081373595
145,124,0.00980291325885337
146,1294,0.009798869842517724
147,3571,0.009764639017131321
148,451,0.009695901182703548
149,2362,0.00966109288316791
150,3101,0.009640067634844216
151,675,0.00961753229095268
152,1761,0.00960904657168718
153,2185,0.009595377220710145
154,1846,0.0094003130289174
155,3950,0.009333439120417786
156,1137,0.00933102020559197
157,3989,0.009316463914369612
158,3739,0.009314101875937474
159,1589,0.009294331503752126
160,4020,0.009166133210623276
161,3829,0.009165973460613552
162,2225,0.009165609052800226
163,3276,0.009116787611364936
164,803,0.009108683780601865
165,3264,0.009017980068142667
166,3109,0.009012431525674039
167,1688,0.008890898211103155
168,249,0.008863077655469453
169,2945,0.00885371807789686
170,3855,0.008844549923868412
171,2252,0.008839886591487805
172,3180,0.008832183521097568
173,29,0.00877467308723005
174,1961,0.008771274263620713
175,1789,0.008760161262128464
176,3945,0.008747940639726216
177,2485,0.008737138214691973
178,2970,0.00873441485609797
179,4065,0.008723017923347093
180,437,0.008696749488539964
181,3942,0.00868866194719925
182,1522,0.008639611418972655
183,2942,0.00863344008923622
184,1497,0.008607225649912408
185,333,0.008575917752810337
186,2726,0.008511546437954022
187,2856,0.008510510794807566
188,780,0.008447914556876332
189,3127,0.00839599442522389
190,2739,0.008390159678707767
191,513,0.00837139513996934
192,1532,0.008298975059780318
193,530,0.008265493699224566
194,2655,0.008249667667038368
195,3499,0.008234783186816554
196,1716,0.008087462239347218
197,3825,0.008057065837085549
198,306,0.008021897566604918
199,3422,0.008002096212612941
200,2108,0.007971446744681907
201,4073,0.007955740142355283
202,2496,0.007950763392325186
203,2483,0.007935505371979316
204,328,0.007878145020075144
205,2275,0.007865085803008409
206,258,0.007853806272287166
207,69,0.007802231632304727
208,2364,0.00778785213102327
209,1482,0.007767249213007305
210,2151,0.007734819100154248
211,1541,0.007732520946884838
212,1890,0.007730967697739816
213,3995,0.007730026678201094
214,2832,0.007639117800317773
215,2769,0.007630005265198208
216,2384,0.007574014382530411
217,724,0.007565798875548663
218,3746,0.0074648807943401415
219,3171,0.007453865502665929
220,1756,0.0074271082952167
221,2896,0.007387072183523777
222,388,0.007371660357564887
223,1901,0.007371275212594914
224,1341,0.007262689573854756
225,3321,0.007214476564213349
226,2554,0.007156216288851815
227,697,0.00710372480781462
228,2031,0.007043579292843189
229,1423,0.007032706297314493
230,3335,0.00699779329181947
231,589,0.006989352764071039
232,3757,0.006976882893201901
233,3363,0.006972344574596609
234,1943,0.006966116831474082
235,881,0.006959625158275255
236,1651,0.006956392271479176
237,3473,0.006928786316735985
238,3717,0.006920874988891264
239,597,0.006916000318768094
240,2738,0.0069151299355954265
241,2035,0.0068715691532947164
242,742,0.006853491392556783
243,1,0.0068470677678397
244,2374,0.0068428619581105115
245,879,0.006842749462367998
246,2708,0.006811485678438279
247,314,0.006717361841861013
248,1095,0.006697501896877211
249,1345,0.006692803119579182
250,4019,0.006668365923826245
251,3046,0.006660980972588032
252,1921,0.006634620545341661
253,3360,0.006632257314652838
254,221,0.006618114512470873
255,2408,0.006614147560173168
256,1632,0.006596620380032631
257,1504,0.006590738909902985
258,999,0.006589339872473952
259,2336,0.0065502576548065435
260,1593,0.006482695895964857
261,1801,0.0064795179788222496
262,2217,0.006432420434052703
263,3083,0.006402556241239508
264,680,0.006365244558454116
265,216,0.006360798675326065
266,2959,0.006347755050096834
267,1448,0.006336966512175205
268,3924,0.00632615294969815
269,3391,0.006315265603798453
270,3540,0.006290898631736952
271,82,0.0062758087648891675
272,3470,0.006264311650360343
273,1678,0.006258157649957032
274,111,0.006245318265302693
275,2339,0.006216162080866366
276,2986,0.006215741234144184
277,828,0.006167542934530328
278,2508,0.006167040447282681
279,2243,0.006145431587910527
280,3464,0.006133537675573667
281,3454,0.006131048085180476
282,3093,0.00612309333965122
283,2199,0.006100388704032621
284,3182,0.006097542583603579
285,2460,0.006078393465582847
286,969,0.00603741382885304
287,2792,0.006026885655750253
288,1707,0.006023645372275196
289,1619,0.006011951319482345
290,3209,0.005974000250945875
291,1772,0.005971864266095634
292,1603,0.005959257297031074
293,2406,0.0059454067051207815
294,1767,0.0059446953004941485
295,2997,0.005933862667990518
296,2785,0.005925019143171217
297,1403,0.005888107376395028
298,1728,0.005886291329816374
299,300,0.0058829360083102735
300,837,0.005861950847397287
301,3319,0.005852485960447587
302,1096,0.005845896138743568
303,1228,0.005837785951678503
304,59,0.005836209300410333
305,1275,0.005815977647832746
306,55,0.00575532912923573
307,3763,0.005725195591056321
308,3916,0.005713890488920211
309,3857,0.005712576997237633
310,2121,0.005706231511446295
311,3053,0.005691464207607236
312,2602,0.0056703977771199576
313,1765,0.005653678689073665
314,1919,0.0056521071588453925
315,1194,0.005612164208638568
316,79,0.00559648695744183
317,788,0.00559021068639191
318,1175,0.0055584525502090625
319,3004,0.005532359672082873
320,3000,0.005510642664983283
321,3418,0.005510503485865044
322,1125,0.005476783368701378
323,2059,0.005475856551145933
324,3630,0.005469612724946099
325,2409,0.005467948670695484
326,1139,0.005451687832288938
327,590,0.0054488330157494
328,2631,0.005435310479980141
329,3768,0.00543498473555925
330,3574,0.005426672227018483
331,2071,0.005407903640146856
332,3914,0.00540706891619478
333,3500,0.005396198388397128
334,3565,0.005390610050869078
335,830,0.00536633726946175
336,3970,0.005365858599912032
337,1625,0.005364826833863129
338,3456,0.005338612476838495
339,3580,0.0053372580916750175
340,2917,0.005327255204448523
341,3530,0.005324560572825223
342,3315,0.005319441683576476
343,1555,0.0053152518486346
344,2156,0.005313692883768749
345,3184,0.005303197314172216
346,3445,0.005299805379806727
347,1940,0.0052893108906771884
348,2523,0.0052804777870002675
349,253,0.005275549436560332
350,1842,0.005275288461754776
351,138,0.005257078572170345
352,3089,0.005194148767040007
353,1463,0.005192012027163566
354,3640,0.005191866459353942
355,3564,0.00519002828549032
356,1143,0.00518784393632785
357,170,0.0051869924121473125
358,464,0.005166982483813796
359,642,0.005161644614677869
360,2613,0.005145445947437303
361,2782,0.0051270751945900065
362,1755,0.00511448334489436
363,800,0.005108246367313361
364,3396,0.005097230041974274
365,1580,0.005094237441403613
366,3304,0.005091939025525578
367,3880,0.005087225896456863
368,4008,0.005070021122624258
369,1436,0.005064729303549016
370,3096,0.005049869127339117
371,1038,0.005047394457954332
372,2965,0.005034930182529311
373,3399,0.005008646585016425
374,3790,0.004990844361164724
375,2781,0.0049867398093681155
376,1987,0.004977904695891722
377,131,0.004976882561188039
378,979,0.004929946168852563
379,546,0.004921448496000681
380,561,0.004889846001785184
381,2126,0.004880628364788056
382,528,0.004876408247028425
383,2273,0.004861375104755599
384,1508,0.00485942014811016
385,378,0.00485176998058588
386,3485,0.004835909468622578
387,1781,0.004828792683848776
388,838,0.004823187036989432
389,3971,0.004815843330203841
390,4056,0.0047789058648634265
391,1674,0.004770450676620943
392,215,0.004769977201500554
393,2636,0.004753314460954087
394,3469,0.004744035307638183
395,3527,0.004740487346324125
396,1806,0.004738659409692932
397,1562,0.004737691457934007
398,231,0.004720111001460832
399,491,0.004716130366894737
400,12,0.004715868759818267
401,779,0.004710792599103924
402,1003,0.004708423555617347
403,1566,0.004708153165973604
404,738,0.0047078697952388756
405,2190,0.004704494407846103
406,2412,0.00470128806123153
407,2511,0.004699202151869023
408,630,0.004687558848168192
409,1587,0.004684272483510764
410,1025,0.004674145229968716
411,3677,0.004658993329683683
412,3663,0.004651421639242856
413,167,0.0046506648205913055
414,1851,0.004642968135221064
415,1905,0.0046181435663779895
416,3965,0.0046162999650675995
417,2731,0.004602121851773773
418,852,0.004594737981326258
419,3529,0.004584266974582337
420,2922,0.004557202961746087
421,1355,0.004526981690894674
422,1481,0.0045172735738227806
423,1414,0.004510441165721582
424,2341,0.004509964835498018
425,28,0.004491612389800464
426,2429,0.0044912880527717605
427,4039,0.00447468541764601
428,1478,0.004474467017491332
429,1573,0.004470148318916533
430,1534,0.004465674572670048
431,434,0.004461698144811519
432,2266,0.00444685850917792
433,974,0.004439370801559744
434,496,0.00442926027178071
435,3333,0.004400833458768549
436,1955,0.004393919523786011
437,269,0.004379905025751064
438,605,0.004370418125141741
439,2361,0.004356370682812965
440,1946,0.004355711774855297
441,1530,0.0043526239852460635
442,874,0.0043446400503801864
443,1992,0.00433963217273606
444,1677,0.004334237282133505
445,1745,0.0043285271484754285
446,572,0.00431719258413921
447,2835,0.004313163459743629
448,246,0.004303603118975373
449,1185,0.004299200135432654
450,3150,0.0042847503613200714
451,761,0.004283330192393329
452,4029,0.004278725936648824
453,2370,0.004261606884958035
454,2104,0.004257637743573599
455,3484,0.004254196120350983
456,2413,0.004250356203642315
457,2972,0.0042477043189220985
458,3598,0.0042400186721567945
459,297,0.004203985615574354
460,2029,0.004182943743452681
461,1397,0.004176730076458069
462,359,0.004157139516679051
463,2473,0.0041562124431762226
464,2651,0.0041463486344656885
465,2110,0.004143729117945005
466,3353,0.004132708712791276
467,623,0.0041302011013990315
468,1653,0.004125493299162163
469,3373,0.004118668568980103
470,2574,0.00411076669288002
471,1192,0.004106454461304182
472,2338,0.004099918910253842
473,2453,0.004094644687452645
474,1561,0.004093265679453715
475,2999,0.0040889328111982925
476,3113,0.004085447930201945
477,716,0.004063433612488418
478,1803,0.004032311102426915
479,1556,0.004024800812032086
480,885,0.004018386015769404
481,2353,0.003988542993911155
482,2864,0.003988424403999216
483,599,0.003958172881459601
484,492,0.003957229662844475
485,3296,0.0039562699888049495
486,1207,0.003952878422267031
487,3071,0.003952128340747454
488,2826,0.003950582428293025
489,2188,0.003948288539360741
490,1071,0.0039453575135978995
491,676,0.0039392921064412
492,3890,0.003936784895276417
493,3956,0.003930342413795335
494,1241,0.003918181250901752
495,3706,0.003915574912849928
496,824,0.003908840170889755
497,1240,0.003907689625449368
498,3744,0.0039026290442412577
499,2463,0.0039014596752125308
500,3350,0.003895913392951793
501,1564,0.0038956972764407835
502,1300,0.003888107930925057
503,1151,0.003879897078295679
504,2400,0.003877352596270948
505,476,0.0038734235038134475
506,2492,0.003869849779056649
507,2289,0.0038538052655307155
508,3718,0.003841778794857352
509,3664,0.0038387094694320983
510,327,0.003814762399994393
511,2251,0.003812532611405825
512,2113,0.0038076102590614397
513,2902,0.0038069109844300858
514,3714,0.0038047937501095508
515,2168,0.0038039766007714393
516,2836,0.0037999421000812143
517,3551,0.0037906108128004413
518,4088,0.003784738324773744
519,248,0.0037791088547382817
520,640,0.00377502948708356
521,2919,0.003774122926131656
522,524,0.003766752903288251
523,1152,0.0037665368040102902
524,128,0.00376341169556587
525,3651,0.0037540331597371314
526,3587,0.0037528221385290687
527,1174,0.003750490723797067
528,2077,0.003742759860091439
529,3064,0.0037329306110315233
530,353,0.003715844272815311
531,2561,0.0037127930870952015
532,2747,0.0037061151273976335
533,2404,0.0036922646979274483
534,3506,0.0036891946565227925
535,2054,0.0036758634536583294
536,3777,0.003674185210102109
537,3208,0.0036709716280368936
538,725,0.0036695180776714856
539,3699,0.003663607333367642
540,3235,0.0036614021515587384
541,1629,0.0036606819165359403
542,3904,0.0036373471314998388
543,664,0.0036362680921680217
544,4087,0.003636118062856258
545,2062,0.003635285651606227
546,405,0.003632857728361202
547,1412,0.0036263106273137606
548,507,0.003621133548439266
549,465,0.0036202331185504217
550,3045,0.003607760488047529
551,993,0.003603529316878644
552,2571,0.0035979848662615332
553,2008,0.0035845405032713727
554,3863,0.0035734308679371252
555,2231,0.003560969798089547
556,2954,0.003557019056060666
557,3813,0.0035503582130019156
558,510,0.0035492486176517744
559,1315,0.0035484401292623915
560,3501,0.0035453627062407896
561,3037,0.0035430140153621297
562,3468,0.0035305151685299675
563,277,0.003526902922774902
564,1277,0.0035259712688784687
565,3128,0.003514584545163241
566,3244,0.0035126968817226554
567,3205,0.0035014948747464445
568,2311,0.0034951317272069924
569,2527,0.0034925183925378503
570,2189,0.0034814789285581415
571,1030,0.003475179433232547
572,2158,0.0034686058902926205
573,1046,0.003467836851797481
574,1641,0.003459074220788667
575,1232,0.003440040884381957
576,309,0.003435248548645933
577,2237,0.003434611535804273
578,3999,0.003433012520620631
579,2552,0.0034198667718393925
580,1577,0.0034072744209362933
581,2325,0.0033947598368504325
582,4066,0.0033930918527777893
583,2348,0.003387472166589156
584,1739,0.003384194931278433
585,1873,0.0033820958246969252
586,3776,0.003370168424912193
587,532,0.00336234156728942
588,895,0.00335853583337228
589,1395,0.0033571590124883647
590,3063,0.0033505721410834527
591,937,0.003350393098603151
592,2816,0.003350251519707437
593,2565,0.0033493161439391277
594,3958,0.0033491959436825584
595,4000,0.0033446573098198915
596,2887,0.003340063438047272
597,1612,0.0033384565161741387
598,2487,0.003333734556799621
599,1775,0.0033285924963019297
600,865,0.00332480288243143
601,1060,0.003321510425714092
602,578,0.0033159624665945356
603,2754,0.00331286025886107
604,3126,0.0033081790871963743
605,3797,0.0032885151397932643
606,226,0.003286114496188108
607,3828,0.003279451334517216
608,139,0.003277326359268191
609,1918,0.0032744948532103186
610,73,0.0032683400186449773
611,3293,0.0032666025904581173
612,1942,0.0032638501503235323
613,1171,0.003261185858743375
614,765,0.003251751498924355
615,522,0.0032481756689233623
616,3198,0.003246951867937672
617,2074,0.0032443188068952424
618,2705,0.003239841200415576
619,2120,0.0032354170923372984
620,3595,0.003234978069062296
621,1753,0.003224676385891471
622,2437,0.0032183143701060924
623,2995,0.0032065911938516205
624,3005,0.0032057100113662257
625,2980,0.0032056954904000658
626,1597,0.003203832789130878
627,3011,0.0032037644111496937
628,847,0.0032031538980929067
629,1063,0.0032024109949610213
630,225,0.0031967301312880456
631,1927,0.0031882839706314503
632,95,0.003186369118890256
633,1860,0.003184875555037968
634,1770,0.0031804939318140733
635,3368,0.0031789563541642354
636,1960,0.0031746200657300676
637,2382,0.0031718562814300956
638,1086,0.00317073485737228
639,3067,0.003166574866142487
640,3656,0.0031648708132586073
641,3155,0.003162177607148115
642,1820,0.0031615909753787345
643,1204,0.0031537688848443956
644,744,0.003145454719726128
645,91,0.0031442409047628306
646,1722,0.0031214327954916434
647,2521,0.0031211184722134038
648,1585,0.00311616790876359
649,905,0.003113809583757495
650,3078,0.003110684475350647
651,3475,0.003104257272904448
652,332,0.003091259862158161
653,753,0.0030780862537916824
654,250,0.00306937281741229
655,3452,0.003068942638123815
656,2205,0.003067309019768102
657,1439,0.0030521651663970688
658,3946,0.003049902284377356
659,2416,0.00304755073551551
660,3262,0.003046224032765008
661,518,0.0030328012699914675
662,3510,0.00302970529980483
663,1279,0.003026140641503982
664,137,0.0030244387155675787
665,3367,0.003021997032799066
666,1024,0.003011830794107306
667,1750,0.0030063905164667256
668,1257,0.002992685309334282
669,990,0.0029918370877954955
670,1499,0.00298864728586985
671,683,0.0029833306079516692
672,2271,0.0029821032384769698
673,1613,0.0029758175110345753
674,512,0.0029693722247810905
675,2815,0.0029615428197744226
676,1361,0.002960528095873268
677,1318,0.002953879968491088
678,732,0.0029502819520314584
679,954,0.002948194494139679
680,1320,0.002943897649103236
681,3988,0.002943846131181334
682,2420,0.002933061083051639
683,1631,0.0029313400235684737
684,375,0.0029241373632454153
685,104,0.0029214795177650737
686,2530,0.0029188997889294335
687,305,0.0029172592524797703
688,1843,0.0029097210201784697
689,1230,0.002899841916106851
690,1590,0.0028948957054823737
691,2875,0.0028941800361367755
692,1622,0.002892236212588336
693,1539,0.002890100447899932
694,1912,0.002889590717806861
695,1658,0.0028829577561395583
696,393,0.0028828198617907343
697,2239,0.0028705903398052604
698,1440,0.0028695167809140876
699,1210,0.002860346073407162
700,426,0.0028561262788664725
701,2938,0.002843241664344088
702,2066,0.002840889130709885
703,1879,0.002840771350794262
704,971,0.002840613648207491
705,778,0.0028372560575177013
706,120,0.002836231293645122
707,2447,0.0028306082303849556
708,2610,0.002829534622891534
709,3138,0.002825682395109621
710,2546,0.0028177733163488204
711,1537,0.0028123359895072322
712,3657,0.0028090129103637736
713,2277,0.0028047046537205567
714,2545,0.0028046348903328546
715,3668,0.0028011621777775395
716,1957,0.0027981412274692757
717,985,0.0027949686342534424
718,1983,0.0027849528857868703
719,3497,0.0027832340357423864
720,3766,0.002781516374735172
721,2889,0.0027791469243731593
722,3206,0.002776014255549429
723,1180,0.0027756100641711436
724,2294,0.002774843893120514
725,1166,0.002768865570223225
726,1380,0.002767720289645221
727,1638,0.0027640755167379393
728,1742,0.0027620776079419077
729,1290,0.0027613670053701937
730,3389,0.002754302355001487
731,1059,0.0027509859902190015
732,2076,0.002749139512874304
733,2711,0.002741705296947996
734,3157,0.0027403123662519168
735,4026,0.0027375382970724347
736,1683,0.0027350768836876924
737,508,0.0027345112533131402
738,1492,0.002734014106206031
739,1933,0.0027313343296606492
740,268,0.0027246344628862355
741,2581,0.002723179291566577
742,580,0.0027175017855304564
743,1493,0.0027171694061727397
744,2583,0.0027113305497997423
745,252,0.002708855259374318
746,1679,0.002707695174350192
747,2562,0.002705927374605862
748,81,0.0026855644264010426
749,3906,0.0026833275942337496
750,618,0.0026744605080737294
751,1963,0.002674068317421764
752,156,0.0026672196678130516
753,3383,0.0026592099545501586
754,3095,0.0026578256782446817
755,944,0.0026519536769484472
756,2890,0.002651498147057385
757,2598,0.0026464829710310567
758,1070,0.0026422946271803843
759,2689,0.0026387102805159922
760,57,0.0026367422749124297
761,2736,0.0026340388765560907
762,1779,0.0026293099937190856
763,2903,0.0026255896304151526
764,706,0.0026246864679318983
765,1812,0.0026246641339174957
766,2990,0.0026168854682971907
767,2727,0.002616682504999579
768,399,0.002614481011657954
769,2456,0.002611987203389473
770,3251,0.002605228327339004
771,2484,0.0026043862040509066
772,3292,0.0026018445152692013
773,693,0.0025981550454575093
774,2665,0.0025960336840038273
775,3488,0.0025925479242603004
776,3621,0.0025899535305494476
777,848,0.0025884229663548555
778,1266,0.002588221066608616
779,3278,0.0025863852037318405
780,1828,0.0025835898161651327
781,3550,0.0025794648518474668
782,3552,0.0025729399992181264
783,3672,0.0025617671064779714
784,801,0.002559357317030864
785,2863,0.002559061190942145
786,2975,0.002556705150765024
787,1108,0.002550208745585172
788,980,0.0025488692803788716
789,1500,0.002541789256839419
790,533,0.002539268765112999
791,53,0.002538510193499582
792,188,0.00253401743594603
793,3788,0.0025304089344141264
794,3846,0.002524603896729772
795,2457,0.002522896065131626
796,2617,0.0025163595194972145
797,3413,0.0025081224578028588
798,2582,0.0025052200145738142
799,3697,0.0025030911042008886
800,1782,0.0024999961259717838
801,2624,0.0024959903784686566
802,1871,0.002495890984306811
803,821,0.0024954136426921505
804,3173,0.0024924667664673306
805,2210,0.0024902758106059245
806,4015,0.0024881058792366527
807,1374,0.002483842736582295
808,3092,0.002478783955662564
809,2575,0.0024776406491025527
810,3405,0.0024766311231734194
811,2580,0.0024760413205424736
812,1215,0.0024690883943516858
813,2663,0.0024688190567490444
814,1997,0.002468787675390087
815,3836,0.0024655661954260098
816,84,0.002465020137336544
817,2308,0.0024615520106464296
818,3159,0.0024615353229071385
819,3190,0.0024584098526384273
820,3172,0.0024355937969844496
821,2166,0.0024274104602952868
822,3955,0.002422818609917916
823,396,0.002420286539762252
824,547,0.002420159135081598
825,3055,0.0024103830434602106
826,3569,0.0024095984905241835
827,1830,0.0024063619059145683
828,1079,0.002405128579917582
829,3030,0.0024029450728829797
830,3991,0.002400718961940545
831,207,0.0023997525066891596
832,3623,0.002396014717484583
833,2439,0.0023937405447849044
834,3398,0.0023931388927742134
835,2929,0.002386175462341352
836,3590,0.002384989816374604
837,3149,0.002381754249359716
838,1513,0.0023773317655817446
839,2876,0.0023764424394550968
840,1150,0.0023701622871541996
841,2202,0.0023693113757694484
842,1382,0.00236486409845041
843,2913,0.00236405459941561
844,63,0.0023632683268236753
845,841,0.0023601229965170786
846,1136,0.0023535251838675978
847,1217,0.002349123564710374
848,715,0.0023450640739311325
849,2656,0.0023403038367681775
850,3225,0.0023388072053832096
851,1229,0.002334400298353174
852,1120,0.0023294157142695776
853,2566,0.0023228841837512593
854,649,0.0023224931425937217
855,2011,0.002319856204176874
856,103,0.002319815401882599
857,2679,0.0023189576452400987
858,3952,0.0023167252359088167
859,196,0.0023152828505298637
860,917,0.002309751896648551
861,1261,0.002301949903135988
862,1900,0.002301821602495552
863,3646,0.002294214477204468
864,3299,0.002289749585481414
865,1762,0.00228568168850929
866,3982,0.0022826934755308622
867,3691,0.002281405039234016
868,1058,0.002278104848992513
869,1853,0.002269641833876454
870,2801,0.002269006915051085
871,3573,0.002268257623068339
872,3730,0.0022657592275587314
873,1072,0.0022641793080062506
874,3616,0.0022637919796344784
875,1608,0.0022628449533934726
876,220,0.0022591326627065247
877,904,0.002258270871002602
878,4013,0.0022558819793042553
879,166,0.0022547695149709966
880,2290,0.0022538416198811997
881,1364,0.0022495093042379367
882,4009,0.002248398517536887
883,1669,0.002244123916416152
884,785,0.0022437850808812573
885,4043,0.0022423740635438612
886,3900,0.002240850733087482
887,790,0.00223918268984305
888,3061,0.002235195432634597
889,326,0.0022326697537462933
890,4049,0.0022315523654738993
891,2544,0.0022302312320694917
892,3973,0.0022292596026003827
893,2148,0.0022231285520784164
894,3031,0.0022220631896962806
895,1128,0.002220006430114
896,3448,0.0022190216558942728
897,2789,0.0022134275397686963
898,923,0.002209466624011996
899,2823,0.002209056432783239
900,1044,0.002201028972773249
901,354,0.0021917397566186534
902,1605,0.0021878241548262565
903,984,0.002186024308434441
904,442,0.0021831108956293878
905,1122,0.002182615352830669
906,3865,0.002180592857957636
907,661,0.0021691776815390704
908,2162,0.0021655763184292584
909,2469,0.002165125441244652
910,3998,0.002151729606734374
911,472,0.0021504931756155653
912,2092,0.002150322116321022
913,1899,0.002147340531788388
914,1160,0.0021463594054858264
915,875,0.0021421244960485226
916,1288,0.002141508317314133
917,3966,0.002140616671337536
918,502,0.002137794239917754
919,3419,0.0021365913648024957
920,9,0.0021356948013643126
921,2223,0.0021342904384089333
922,2214,0.00212348859705826
923,3232,0.002123425293628075
924,1316,0.0021225033678393826
925,183,0.002122207696340162
926,1309,0.0021221884472684025
927,2102,0.0021220583939242773
928,3920,0.0021218485653080326
929,3216,0.002118823640008194
930,3660,0.0021171999981667976
931,1479,0.002115754818000923
932,3449,0.002115707665460295
933,2933,0.0021107644127455745
934,2618,0.0021105019750128967
935,2605,0.002109778056261876
936,422,0.0021095198872286636
937,2135,0.0021048306634655622
938,3975,0.0021043152452221024
939,1005,0.002102175008139716
940,2634,0.0020997708098219967
941,1159,0.002098691845153886
942,4063,0.0020955145164875625
943,1110,0.002094005803931236
944,1815,0.0020910533463576546
945,3921,0.0020892529856873527
946,3882,0.0020891110243533126
947,687,0.002087621826257609
948,2284,0.0020751489440079393
949,1666,0.002074361734966406
950,2949,0.0020725127918981966
951,2446,0.0020713741226465183
952,3120,0.002067140806020313
953,2788,0.002066548654749556
954,3253,0.0020665020924383517
955,1351,0.0020621832119611817
956,209,0.0020609658868134574
957,4052,0.002059999191477411
958,1450,0.0020563716042091887
959,2229,0.0020562948953926907
960,3976,0.0020519663857664927
961,4048,0.0020505362896167923
962,343,0.0020467656084616316
963,2745,0.0020419491940878868
964,119,0.0020356682009134218
965,1068,0.0020352398641479263
966,147,0.0020291013659050807
967,2920,0.0020272396008400475
968,1560,0.0020142504596881816
969,873,0.0020117615485058665
970,855,0.0020113616287576568
971,3221,0.002010188095257868
972,2003,0.0020095945183533997
973,2548,0.0020090496743181475
974,222,0.002007979371033394
975,956,0.0020062147698058372
976,1491,0.0020040021183652685
977,1711,0.0020013333147350806
978,1697,0.002000405187992071
979,1015,0.002000342242140853
980,1298,0.002000072315872234
981,2504,0.0019999472707446305
982,3562,0.0019985349280459905
983,2557,0.0019949488722742145
984,2911,0.001992617406944212
985,1701,0.0019894502965588107
986,509,0.001983330332527994
987,1582,0.0019817347418291543
988,397,0.00198143504634309
989,3919,0.001977710967240968
